epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,48688.8,2.43368,1.84304,1.16621,0.61718,0.39407,0.36834,0.12969,2.57571,2.43548,1.26369,0.000812,0.000812,0.000812
62,49486.4,2.41829,1.82622,1.17644,0.62176,0.40584,0.37267,0.13027,2.56609,2.39736,1.2703,0.0007922,0.0007922,0.0007922
63,50284.2,2.41506,1.83182,1.15234,0.61039,0.39277,0.36587,0.12711,2.58625,2.37349,1.27354,0.0007724,0.0007724,0.0007724
64,51082.1,2.41531,1.82183,1.15857,0.63476,0.39124,0.3635,0.12759,2.58375,2.40917,1.27876,0.0007526,0.0007526,0.0007526
65,51879.9,2.39099,1.81535,1.16832,0.60044,0.40889,0.35435,0.1252,2.58676,2.38908,1.2733,0.0007328,0.0007328,0.0007328
66,52677.2,2.38846,1.79212,1.1533,0.59041,0.40815,0.36011,0.12598,2.59991,2.41505,1.28176,0.000713,0.000713,0.000713
67,53474.7,2.38164,1.7684,1.15895,0.64287,0.40507,0.37194,0.13117,2.58634,2.39816,1.27187,0.0006932,0.0006932,0.0006932
68,54272.4,2.36269,1.76947,1.15728,0.66109,0.40738,0.37836,0.13154,2.58321,2.39286,1.26512,0.0006734,0.0006734,0.0006734
69,55069.7,2.37695,1.76396,1.15015,0.64124,0.41583,0.37796,0.13143,2.56312,2.40588,1.26493,0.0006536,0.0006536,0.0006536
70,55867.2,2.39111,1.78364,1.15653,0.6003,0.41968,0.37459,0.13228,2.57505,2.36735,1.26857,0.0006338,0.0006338,0.0006338
71,56664.8,2.35184,1.75435,1.14968,0.65849,0.402,0.38403,0.13571,2.56434,2.36046,1.27218,0.000614,0.000614,0.000614
72,57464.3,2.36669,1.75296,1.15582,0.64207,0.402,0.38092,0.134,2.5643,2.37707,1.27273,0.0005942,0.0005942,0.0005942
73,58261.8,2.35066,1.73332,1.14065,0.63928,0.40457,0.37502,0.13106,2.58047,2.35018,1.28752,0.0005744,0.0005744,0.0005744
74,59059.3,2.36236,1.72595,1.15242,0.6186,0.40268,0.37662,0.13374,2.5676,2.3659,1.28458,0.0005546,0.0005546,0.0005546
75,59856.8,2.35088,1.73257,1.14557,0.6685,0.40738,0.3857,0.13581,2.56393,2.34979,1.27596,0.0005348,0.0005348,0.0005348
76,60655.6,2.32817,1.71266,1.13578,0.64981,0.4043,0.37676,0.13653,2.57601,2.34639,1.28388,0.000515,0.000515,0.000515
77,61454.6,2.35073,1.73019,1.14915,0.6157,0.41122,0.3766,0.13555,2.57629,2.34483,1.28015,0.0004952,0.0004952,0.0004952
78,62251.6,2.31711,1.69802,1.139,0.63125,0.40815,0.38241,0.13693,2.56855,2.34206,1.26963,0.0004754,0.0004754,0.0004754
79,63050.4,2.3393,1.70395,1.14078,0.61738,0.41122,0.37827,0.13447,2.56845,2.36879,1.26714,0.0004556,0.0004556,0.0004556
80,63847.4,2.32961,1.73348,1.13046,0.62657,0.41968,0.37844,0.13334,2.56528,2.36881,1.27446,0.0004358,0.0004358,0.0004358
81,64644.6,2.33384,1.70887,1.1429,0.6501,0.407,0.37679,0.13481,2.57767,2.34261,1.27425,0.000416,0.000416,0.000416
82,65442.1,2.32198,1.69485,1.15018,0.60826,0.42736,0.38225,0.13551,2.56645,2.3766,1.27542,0.0003962,0.0003962,0.0003962
83,66239.5,2.30482,1.6502,1.12877,0.62729,0.42506,0.38618,0.13642,2.57155,2.36105,1.2787,0.0003764,0.0003764,0.0003764
84,67036.8,2.32507,1.66472,1.13204,0.64004,0.42198,0.39612,0.14004,2.57764,2.32916,1.27642,0.0003566,0.0003566,0.0003566
85,67836.3,2.29569,1.66897,1.12992,0.599,0.42275,0.38107,0.13584,2.57928,2.33823,1.27673,0.0003368,0.0003368,0.0003368
86,68633.2,2.2844,1.66939,1.13534,0.60736,0.42275,0.38629,0.13698,2.58804,2.34096,1.27985,0.000317,0.000317,0.000317
87,69430.4,2.27782,1.6548,1.13014,0.58634,0.43274,0.37815,0.13532,2.57609,2.37582,1.2755,0.0002972,0.0002972,0.0002972
88,70227.8,2.30517,1.65334,1.13045,0.60883,0.43666,0.38452,0.13832,2.57403,2.32599,1.27751,0.0002774,0.0002774,0.0002774
89,71025.1,2.25177,1.62831,1.12626,0.62351,0.42813,0.3847,0.13731,2.57925,2.3438,1.27892,0.0002576,0.0002576,0.0002576
90,71822.9,2.27201,1.64954,1.13341,0.60258,0.42736,0.38231,0.13679,2.57615,2.34841,1.2777,0.0002378,0.0002378,0.0002378
91,72621,2.29204,1.68885,1.17712,0.62963,0.41814,0.38339,0.13397,2.58236,2.36163,1.27227,0.000218,0.000218,0.000218
92,73418.5,2.26791,1.6944,1.1628,0.63237,0.42706,0.39218,0.13655,2.5793,2.341,1.2725,0.0001982,0.0001982,0.0001982
93,74216.2,2.25054,1.66443,1.17214,0.61633,0.43121,0.39011,0.13929,2.57935,2.30191,1.27678,0.0001784,0.0001784,0.0001784
94,75013.8,2.22653,1.64775,1.15934,0.6119,0.43274,0.39187,0.138,2.58251,2.30867,1.27938,0.0001586,0.0001586,0.0001586
95,75811.5,2.23855,1.63744,1.15835,0.61097,0.43274,0.38785,0.13935,2.59139,2.33286,1.28578,0.0001388,0.0001388,0.0001388
96,76608.9,2.22909,1.65222,1.15348,0.61041,0.42633,0.38242,0.13704,2.59996,2.32582,1.28542,0.000119,0.000119,0.000119
97,77406.7,2.2186,1.63018,1.16206,0.60403,0.42797,0.38121,0.13533,2.59681,2.34269,1.28155,9.92e-05,9.92e-05,9.92e-05
98,78204.4,2.21382,1.62395,1.15766,0.60166,0.42813,0.38419,0.13494,2.59267,2.34387,1.28087,7.94e-05,7.94e-05,7.94e-05
99,79002.6,2.22227,1.61078,1.16306,0.59814,0.43736,0.38585,0.13705,2.59044,2.34196,1.27977,5.96e-05,5.96e-05,5.96e-05
100,79800.7,2.2091,1.61784,1.15221,0.59874,0.43966,0.38931,0.13641,2.5936,2.33485,1.28215,3.98e-05,3.98e-05,3.98e-05
