epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,1596.3,2.09539,1.41955,1.08719,0.69711,0.41968,0.40147,0.13929,2.54324,1.99927,1.28214,0.0005546,0.0005546,0.0005546
75,1617.75,2.10656,1.43006,1.09627,0.62314,0.43351,0.40036,0.13457,2.57396,2.01005,1.3053,0.0005348,0.0005348,0.0005348
76,1638.95,2.08846,1.41352,1.08687,0.61185,0.41122,0.36974,0.12524,2.58522,2.05031,1.31074,0.000515,0.000515,0.000515
77,1659.98,2.09562,1.42639,1.08257,0.60824,0.41172,0.36402,0.12205,2.60217,2.08139,1.32235,0.0004952,0.0004952,0.0004952
78,1681.16,2.09542,1.42283,1.08025,0.61395,0.42275,0.38067,0.12669,2.60109,2.03822,1.30432,0.0004754,0.0004754,0.0004754
79,1702.29,2.06061,1.39875,1.07432,0.63058,0.42506,0.39123,0.13414,2.57348,2.0006,1.29428,0.0004556,0.0004556,0.0004556
80,1723.36,2.05509,1.40413,1.08159,0.63711,0.43044,0.39421,0.13468,2.57725,1.97768,1.30001,0.0004358,0.0004358,0.0004358
81,1744.41,2.05394,1.37402,1.06691,0.63347,0.41713,0.3806,0.13043,2.58184,1.99231,1.30694,0.000416,0.000416,0.000416
82,1765.38,2.04561,1.35415,1.0781,0.66568,0.42045,0.39679,0.13362,2.57594,2.01625,1.30001,0.0003962,0.0003962,0.0003962
83,1786.32,2.0495,1.36836,1.06635,0.63458,0.40892,0.38529,0.12847,2.59393,2.0071,1.31124,0.0003764,0.0003764,0.0003764
84,1807.25,2.05069,1.36807,1.07278,0.64604,0.42506,0.39615,0.13258,2.58849,2.02031,1.31043,0.0003566,0.0003566,0.0003566
85,1828.26,2.05951,1.39237,1.0796,0.63839,0.4143,0.38195,0.12495,2.58625,2.04096,1.30408,0.0003368,0.0003368,0.0003368
86,1849.18,2.03076,1.37006,1.06685,0.63277,0.41583,0.3918,0.13132,2.59467,2.0205,1.31276,0.000317,0.000317,0.000317
87,1870.16,2.02791,1.36727,1.06891,0.63877,0.42429,0.39126,0.12842,2.60618,2.01757,1.32176,0.0002972,0.0002972,0.0002972
88,1891.21,2.04297,1.36499,1.06919,0.6223,0.41737,0.38046,0.12559,2.61466,2.04182,1.31612,0.0002774,0.0002774,0.0002774
89,1912.45,2.01615,1.35671,1.05694,0.64552,0.42275,0.39276,0.1307,2.59482,2.01106,1.31974,0.0002576,0.0002576,0.0002576
90,1933.51,2.00594,1.32854,1.05846,0.63183,0.40968,0.38201,0.12881,2.61317,2.0701,1.31487,0.0002378,0.0002378,0.0002378
91,1957.13,2.02723,1.39644,1.13389,0.62819,0.3909,0.36027,0.12374,2.61974,2.09936,1.32389,0.000218,0.000218,0.000218
92,1978.92,1.98437,1.32994,1.11082,0.61205,0.40738,0.37667,0.12883,2.61895,2.04914,1.32825,0.0001982,0.0001982,0.0001982
93,2000.15,1.95744,1.31315,1.11115,0.60547,0.39816,0.36862,0.12626,2.6209,2.0593,1.32903,0.0001784,0.0001784,0.0001784
94,2021.31,1.9498,1.30591,1.10282,0.63667,0.39354,0.38843,0.13015,2.61084,2.05071,1.33088,0.0001586,0.0001586,0.0001586
95,2042.39,1.93477,1.29903,1.10673,0.61453,0.4043,0.38364,0.12997,2.6138,2.02671,1.33229,0.0001388,0.0001388,0.0001388
96,2063.47,1.94995,1.29044,1.09705,0.5985,0.39988,0.36993,0.12701,2.63139,2.03784,1.34109,0.000119,0.000119,0.000119
97,2084.55,1.93593,1.28137,1.10109,0.62891,0.39816,0.37113,0.1254,2.61945,2.04971,1.33181,9.92e-05,9.92e-05,9.92e-05
98,2105.65,1.92081,1.27353,1.09994,0.60354,0.40046,0.36323,0.12399,2.61854,2.05034,1.3306,7.94e-05,7.94e-05,7.94e-05
99,2126.74,1.92075,1.27333,1.09888,0.61654,0.39508,0.35901,0.12542,2.61934,2.07128,1.33049,5.96e-05,5.96e-05,5.96e-05
100,2147.86,1.91465,1.27534,1.09257,0.61315,0.39715,0.35929,0.12509,2.62084,2.06116,1.33144,3.98e-05,3.98e-05,3.98e-05
